year,class,rank,Fname,site,hometown,subject
1544,第二甲,第二名,熊,民籍,江西,詩經
1544,第二甲,第三名,戴,民籍,直隸,書經
1544,第二甲,第四名,林,民籍,山東,詩經
1544,第二甲,第五名,劉,民籍,江西,易經
1544,第二甲,第六名,蔣,匠籍,浙江,春秋
1544,第二甲,第七名,章,民籍,吳縣,詩經
1544,第二甲,第八名,李,民籍,直隸,詩經
1544,第二甲,第九名,周,民籍,浙江,書經
1544,第二甲,第十名,劉,匠籍,江西,詩經
1544,第二甲,第十一名,王,民籍,直隸,詩經
1544,第二甲,第十二名,陳,民籍,山西,詩經
1544,第二甲,第十三名,許,民籍,順天,易經
1544,第二甲,第十四名,謝,民籍,福建,易經
1544,第二甲,第十五名,許,軍籍,山東,書經
1544,第二甲,第十六名,阮,民籍,直隸,易經
1544,第二甲,第十七名,陳,民籍,直隸,易經
1544,第二甲,第十八名,雷,民籍,江西,書經
1544,第二甲,第十九名,汪,軍籍,直隸,書經
1544,第二甲,第二十名,吳,軍籍,江西,詩經
1544,第二甲,第二十一名,李,民籍,江西,易經
1544,第二甲,第二十二名,查,院籍,直隸,易經
1544,第二甲,第二十三名,羅,民籍,福建,易經
1544,第二甲,第二十四名,余,軍籍,福建,詩經
1544,第二甲,第二十五名,劉,民籍,清江,易經
1544,第二甲,第二十六名,馮,軍籍,直隸,書經
1544,第二甲,第二十七名,徐,民籍,浙江,易經
1544,第二甲,第二十八名,王,竈籍,四川,詩經
1544,第二甲,第二十九名, ,民籍,浙江,詩經
1544,第二甲,第三十名,季,匠籍,直隸,易經
1544,第二甲,第三十一名,戈,匠籍,直隸,禮記
1544,第二甲,第三十二名,劉,軍籍,直隸,詩經
1544,第二甲,第三十三名,林,民籍,福建,禮記
1544,第二甲,第三十四名,曾,民籍,廣東,詩經
1544,第二甲,第三十五名,謝,軍籍,河南,春秋
1544,第二甲,第三十六名,方,民籍,直隸,春秋
1544,第二甲,第三十七名,洪,民籍,福建,易經
1544,第二甲,第三十八名,張,民籍,浙江,書經
1544,第二甲,第三十九名,江,民籍,江西,書經
1544,第二甲,第四十名,陶,民籍,浙江,春秋
1544,第二甲,第四十一名,陸,官籍,浙江,詩經
1544,第二甲,第四十二名,于,衛籍,萊陽,易經
1544,第二甲,第四十三名,王,民籍,浙江,春秋
1544,第二甲,第四十四名,徐,匠籍,浙江,書經
1544,第二甲,第四十五名,馮,匠籍,錢塘,詩經
1544,第二甲,第四十六名,李,鹽籍,福建,書經
1544,第二甲,第四十七名,皇甫,民籍,直隸,易經
1544,第二甲,第四十八名,徐,軍籍,浙江,詩經
1544,第二甲,第四十九名,李,匠籍,江西,詩經
1544,第二甲,第五十名,錢,軍籍,貴州,書經
1544,第二甲,第五十一名,陸,民籍,浙江,書經
1544,第二甲,第五十二名,趙,民籍,直隸,書經
1544,第二甲,第五十三名,周,民籍,直隸,易經
1544,第二甲,第五十四名,張,民籍,江西,書經
1544,第二甲,第五十五名,萬,軍籍,江西,詩經
1544,第二甲,第五十六名,唐,民籍,浙江,易經
1544,第二甲,第五十七名,胡,軍籍,浙江,禮記
1544,第二甲,第五十八名,林,民籍,廣東,書經
1544,第二甲,第五十九名,張,軍籍,江西,詩經
1544,第二甲,第六十名,王,官籍,四川,春秋
1544,第二甲,第六十一名,舒,民籍,江西,易經
1544,第二甲,第六十二名,劉,民籍,安福,易經
1544,第二甲,第六十三名,張,民籍,山東,書經
1544,第二甲,第六十四名,鄧,民籍,福建,詩經
1544,第二甲,第六十五名,方,民籍,浙江,易經
1544,第二甲,第六十六名,譚,軍籍,江西,書經
1544,第二甲,第六十七名,袁,軍籍,直隸,書經
1544,第二甲,第六十八名,陸,軍籍,江西,詩經
1544,第二甲,第六十九名,周,軍籍,四川,詩經
1544,第二甲,第七十名,周,軍籍,四川,書經
1544,第二甲,第七十一名,余,民籍,江西,詩經
1544,第二甲,第七十二名,項,軍籍,浙江,詩經
1544,第二甲,第七十三名,王,匠籍,直隸,易經
1544,第二甲,第七十四名,蔣,民籍,直隸,詩經
1544,第二甲,第七十五名,陳,軍籍,湖廣,易經
1544,第二甲,第七十六名,遲,軍籍,山東,易經
1544,第二甲,第七十七名,鄔,民籍,江西,易經
1544,第二甲,第七十八名,計,民籍,江西,春秋
1544,第二甲,第七十九名,陶,民籍,江西,禮記
1544,第二甲,第八十名,劉,軍籍,江西,春秋
1544,第二甲,第八十一名,楊,軍籍,山東,詩經
1544,第二甲,第八十二名,劉,民籍,山東,詩經
1544,第二甲,第八十三名,朱,民籍,江西,書經
1544,第二甲,第八十四名,熊,軍籍,江西,詩經
1544,第二甲,第八十五名,畢,匠籍,直隸,春秋
1544,第二甲,第八十六名,何,民籍,四川,詩經
1544,第二甲,第八十七名,范,軍籍,山東,易經
1544,第二甲,第八十八名,王,軍籍,直隸,易經
1544,第二甲,第八十九名,藺,民籍,河南,書經
1544,第二甲,第九十名,李,軍籍,四川,春秋
1544,第二甲,第九十一名,吳,軍籍,浙江,詩經
1544,第二甲,第九十二名,康,軍籍,山東,詩經
1544,第二甲,第九十三名,陳,民籍,浙江,詩經
1544,第三甲,第一名,曹,民籍,直隸,禮記
1544,第三甲,第二名,姜,民籍,浙江,詩經
1544,第三甲,第三名,劉,民籍,直隸,易經
1544,第三甲,第四名,申,民籍,直隸,詩經
1544,第三甲,第五名,陳,軍籍,直隸,禮記
1544,第三甲,第六名,吉,民籍,陝西,春秋
1544,第三甲,第七名,章,民籍,廣東,禮記
1544,第三甲,第八名,馬,軍籍,河南,易經
1544,第三甲,第九名,張,民籍,直隸,詩經
1544,第三甲,第十名,趙,軍籍,直隸,詩經
1544,第三甲,第十一名,葉,尉籍,直隸,詩經
1544,第三甲,第十二名,霍,軍籍,山西,詩經
1544,第三甲,第十三名,任,民籍,陝西,詩經
1544,第三甲,第十四名,文,民籍,四川,易經
1544,第三甲,第十五名,張,竈籍,福建,詩經
1544,第三甲,第十六名,黃,民籍,廣東,書經
1544,第三甲,第十七名,尚,軍籍,陝西,書經
1544,第三甲,第十八名,李,民籍,河南,禮記
1544,第三甲,第十九名,陳,民籍,浙江,易經
1544,第三甲,第二十名,蔣,民籍,廣西,易經
1544,第三甲,第二十一名,王,民籍,山東,詩經
1544,第三甲,第二十二名,朱,旗籍,直隸,易經
1544,第三甲,第二十三名,徐,民籍,江西,書經
1544,第三甲,第二十四名,向,民籍,浙江,詩經
1544,第三甲,第二十五名,俞,匠籍,浙江,易經
1544,第三甲,第二十六名,錢,民籍,浙江,詩經
1544,第三甲,第二十七名,金,民籍,直隸,詩經
1544,第三甲,第二十八名,洪,民籍,山東,春秋
1544,第三甲,第二十九名,任,匠籍,山西,易經
1544,第三甲,第三十名,趙,軍籍,山西,書經
1544,第三甲,第三十一名,歐陽,民籍,江西,易經
1544,第三甲,第三十二名,閭,民籍,四川,詩經
1544,第三甲,第三十三名,盧,軍籍,福建,書經
1544,第三甲,第三十四名,唐,民籍,廣東,詩經
1544,第三甲,第三十五名,孫,民籍,浙江,詩經
1544,第三甲,第三十六名,王,軍籍,直隸,詩經
1544,第三甲,第三十七名,倪,軍籍,常熟,詩經
1544,第三甲,第三十八名,俞,民籍,浙江,書經
1544,第三甲,第三十九名,丘,軍籍,福建,書經
1544,第三甲,第四十名,王,民籍,湖廣,詩經
1544,第三甲,第四十一名,繆,民籍,吳縣,詩經
1544,第三甲,第四十二名,王,民籍,山西,易經
1544,第三甲,第四十三名,宋,民籍,江西,詩經
1544,第三甲,第四十四名,胡,民籍,陝西,易經
1544,第三甲,第四十五名,劉,民籍,河南,易經
1544,第三甲,第四十六名,胡,民籍,直隸,禮記
1544,第三甲,第四十七名,張,官籍,直隸,易經
1544,第三甲,第四十八名,張,民籍,順天,書經
1544,第三甲,第四十九名,劉,軍籍,山東,詩經
1544,第三甲,第五十名,張,民籍,四川,詩經
1544,第三甲,第五十一名,郭,民籍,廣東,詩經
1544,第三甲,第五十二名,王,軍籍,山東,易經
1544,第三甲,第五十三名,王,民籍,江西,詩經
1544,第三甲,第五十四名,戚,民籍,直隸,易經
1544,第三甲,第五十五名,蔡,竈籍,直隸,易經
1544,第三甲,第五十六名,陳,匠籍,湖廣,易經
1544,第三甲,第五十七名,趙,竈籍,浙江,易經
1544,第三甲,第五十八名,朱,官籍,直隸,書經
1544,第三甲,第五十九名,吉,匠籍,直隸,書經
1544,第三甲,第六十名,嚴,軍籍,陝西,易經
1544,第三甲,第六十一名,張,民籍,四川,易經
1544,第三甲,第六十二名,劉,民籍,四川,詩經
1544,第三甲,第六十三名,甘,官籍,直隸,易經
1544,第三甲,第六十四名,高,軍籍,四川,書經
1544,第三甲,第六十五名,申,民籍,直隸,詩經
1544,第三甲,第六十六名,汪,□籍,江西,書經
1544,第三甲,第六十七名,俞,民籍,浙江,書經
1544,第三甲,第六十八名,萬,軍籍,江西,春秋
1544,第三甲,第六十九名,王,民籍,廣西,詩經
1544,第三甲,第七十名,張,□籍,陝西,詩經
1544,第三甲,第七十一名,張,軍籍,蘇州,禮記
1544,第三甲,第七十二名,何,軍籍,山東,書經
1544,第三甲,第七十三名,葛,民籍,浙江,易經
1544,第三甲,第七十四名,錢,民籍,湖廣,易經
1544,第三甲,第七十五名,薛,匠籍,山東,詩經
1544,第三甲,第七十六名,谷,民籍,山東,易經
1544,第三甲,第七十七名,凌,民籍,直隸,詩經
1544,第三甲,第七十八名,陳,鹽籍,福建,詩經
1544,第三甲,第七十九名,席,民籍,四川,春秋
1544,第三甲,第八十名,李,軍籍,河南,易經
1544,第三甲,第八十一名,王,軍籍,山東,書經
1544,第三甲,第八十二名,趙,民籍,直隸,易經
1544,第三甲,第八十三名,栗,民籍,山西,禮記
1544,第三甲,第八十四名,陳,民籍,廣東,易經
1544,第三甲,第八十五名,楊,軍籍,山東,書經
1544,第三甲,第八十六名,蕭,民籍,江西,易經
1544,第三甲,第八十七名,王,民籍,陝西,詩經
1544,第三甲,第八十八名,王,民籍,四川,書經
1544,第三甲,第八十九名,黃,軍籍,山東,書經
1544,第三甲,第九十名,馮,民籍,陝西,詩經
1544,第三甲,第九十一名,李,竈籍,四川,易經
1544,第三甲,第九十二名,申,民籍,山西,詩經
1544,第三甲,第九十三名,江,軍籍,直隸,詩經
1544,第三甲,第九十四名,張,民籍,山東,春秋
1544,第三甲,第九十五名,石,民籍,山東,詩經
1544,第三甲,第九十六名,馬,民籍,直隸,詩經
1544,第三甲,第九十七名,張,軍籍,山西,書經
1544,第三甲,第九十八名,張,民籍,福建,易經
1544,第三甲,第九十九名,姜,軍籍,湖廣,詩經
1544,第三甲,第一百名,孫,衛籍,浙江,易經
1544,第三甲,第一百零一名,朱,軍籍,直隸,書經
1544,第三甲,第一百零二名,俞,民籍,直隸,書經
1544,第三甲,第一百零三名,李,軍籍,四川,詩經
1544,第三甲,第一百零四名,李,匠籍,陝西,易經
1544,第三甲,第一百零五名,烏,民籍,山東,詩經
1544,第三甲,第一百零六名,金,民籍,直隸,詩經
1544,第三甲,第一百零七名,郭,民籍,福建,詩經
1544,第三甲,第一百零八名,朱,民籍,浙江,易經
1544,第三甲,第一百零九名,馬,民籍,山西,書經
1544,第三甲,第一百一十名,劉,民籍,直隸,禮記
1544,第三甲,第一百一十一名,李,民籍,江西,春秋
1544,第三甲,第一百一十二名,賀,軍籍,陝西,詩經
1544,第三甲,第一百一十三名,沈,民籍,浙江,易經
1544,第三甲,第一百一十四名,蘇,軍籍,廣東,詩經
1544,第三甲,第一百一十五名,劉,民籍,河南,詩經
1544,第三甲,第一百一十六名,吳,旗籍,直隸,詩經
1544,第三甲,第一百一十七名,林,民籍,閩縣,易經
1544,第三甲,第一百一十八名,張,民籍,河南,書經
1544,第三甲,第一百一十九名,任,民籍,四川,詩經
1544,第三甲,第一百二十名,冀,民籍,山東,書經
1544,第三甲,第一百二十一名,塗,民籍,四川,詩經
1544,第三甲,第一百二十二名,叚,民籍,直隸,詩經
1544,第三甲,第一百二十三名,李,軍籍,直隸,書經
1544,第三甲,第一百二十四名,胡,民籍,江西,易經
1544,第三甲,第一百二十五名,吳,民籍,無錫,易經
1544,第三甲,第一百二十六名,謝,□籍,浙江,詩經
1544,第三甲,第一百二十七名,朱,民籍,直隸,禮記
1544,第三甲,第一百二十八名,劉,軍籍,浙江,春秋
1544,第三甲,第一百二十九名,郝,民籍,順天,書經
1544,第三甲,第一百三十名,邵,民籍,浙江,禮記
1544,第三甲,第一百三十一名,楊,軍籍,直隸,易經
1544,第三甲,第一百三十二名,邊,官籍,直隸,書經
1544,第三甲,第一百三十三名,徐,軍籍,河南,詩經
1544,第三甲,第一百三十四名,姚,軍籍,浙江,詩經
1544,第三甲,第一百三十五名,鄭,民籍,江西,易經
1544,第三甲,第一百三十六名,汪,匠籍,直隸,禮記
1544,第三甲,第一百三十七名,許,民籍,應天,易經
1544,第三甲,第一百三十八名,孫,官籍,河南,詩經
1544,第三甲,第一百三十九名,徐,軍籍,湖廣,易經
1544,第三甲,第一百四十名,陳,匠籍,浙江,詩經
1544,第三甲,第一百四十一名,牛,匠籍,河南,易經
1544,第三甲,第一百四十二名,林,軍籍,福建,易經
1544,第三甲,第一百四十三名,王,軍籍,湖廣,書經
1544,第三甲,第一百四十四名,石,民籍,山東,詩經
1544,第三甲,第一百四十五名,宋,竈籍,直隸,春秋
1544,第三甲,第一百四十六名,趙,民籍,直隸,書經
1544,第三甲,第一百四十七名,高,民籍,四川,書經
1544,第三甲,第一百四十八名,金,民籍,浙江,詩經
1544,第三甲,第一百四十九名,成,軍籍,廣東,易經
1544,第三甲,第一百五十名,張,民籍,順天,禮記
1544,第三甲,第一百五十一名,周,民籍,四川,詩經
1544,第三甲,第一百五十二名,馬,官籍,遼東,書經
1544,第三甲,第一百五十三名,蔡,軍籍,江西,易經
1544,第三甲,第一百五十四名,彭,民籍,直隸,詩經
1544,第三甲,第一百五十五名,傅,軍籍,湖廣,書經
1544,第三甲,第一百五十六名,孫,匠籍,浙江,書經
1544,第三甲,第一百五十七名,馬,民籍,應天,書經
1544,第三甲,第一百五十八名,徐,民籍,山東,易經
1544,第三甲,第一百五十九名,嚴,軍籍,浙江,易經
1544,第三甲,第一百六十名,盧,軍籍,廣東,易經
1544,第三甲,第一百六十一名,李,民籍,直隸,書經
1544,第三甲,第一百六十二名,徐,民籍,浙江,易經
1544,第三甲,第一百六十三名,魏,軍籍,福清,易經
1544,第三甲,第一百六十四名,郭,軍籍,山東,詩經
1544,第三甲,第一百六十五名,張,民籍,山東,易經
1544,第三甲,第一百六十六名,韓,軍籍,陝西,春秋
1544,第三甲,第一百六十七名,徐,軍籍,湖廣,易經
1544,第三甲,第一百六十八名,李,民籍,山東,詩經
1544,第三甲,第一百六十九名,周,民籍,直隸,易經
1544,第三甲,第一百七十名,陸,□籍,浙江,易經
1544,第三甲,第一百七十一名,左,軍籍,四川,詩經
1544,第三甲,第一百七十二名,都,民籍,河南,禮記
1544,第三甲,第一百七十三名,趙,民籍,直隸,春秋
1544,第三甲,第一百七十四名,沈,民籍,浙江,書經
1544,第三甲,第一百七十五名,宿,民籍,山東,詩經
1544,第三甲,第一百七十六名,楊,所籍,浙江,書經
1544,第三甲,第一百七十七名,尤,軍籍,直隸,書經
1544,第三甲,第一百七十八名,何,軍籍,山西,春秋
1544,第三甲,第一百七十九名,李,民籍,山西,詩經
1544,第三甲,第一百八十名,胡,鹽籍,山西,詩經
1544,第三甲,第一百八十一名,林,旗籍,四川,易經
1544,第三甲,第一百八十二名,梁,□籍,湖廣,詩經
1544,第三甲,第一百八十三名,張,官籍,浙江,易經
1544,第三甲,第一百八十四名,張,軍籍,陝西,書經
1544,第三甲,第一百八十五名,劉,軍籍,湖廣,詩經
1544,第三甲,第一百八十六名,李,民籍,河南,詩經
1544,第三甲,第一百八十七名,羅,民籍,四川,書經
1544,第三甲,第一百八十八名,李,民籍,四川,易經
1544,第三甲,第一百八十九名,王,民籍,山西,易經
1544,第三甲,第一百九十名,趙,民籍,浙江,詩經
1544,第三甲,第一百九十一名,朱,官籍,山東,詩經
1544,第三甲,第一百九十二名,張,官籍,河南,春秋
1544,第三甲,第一百九十三名,汪,民籍,直隸,詩經
1544,第三甲,第一百九十四名,殷,官籍,廣西,易經
1544,第三甲,第一百九十五名,裘,民籍,浙江,書經
1544,第三甲,第一百九十六名,楊,軍籍,四川,易經
1544,第三甲,第一百九十七名,李,軍籍,山西,易經
1544,第三甲,第一百九十八名,陳,軍籍,湖廣,詩經
1544,第三甲,第一百九十九名,陳,民籍,河南,易經
1544,第三甲,第二百名,萬,軍籍,江西,書經
1544,第三甲,第二百零一名,邵,民籍,浙江,易經
1544,第三甲,第二百零二名,楊,匠籍,直隸,詩經
1544,第三甲,第二百零三名,趙,民籍,山西,易經
1544,第三甲,第二百零四名,曹,民籍,四川,禮記
1544,第三甲,第二百零五名,申,軍籍,山西,詩經
1544,第三甲,第二百零六名,張,官籍,順天,詩經
1544,第三甲,第二百零七名,何,軍籍,湖廣,春秋
1544,第三甲,第二百零八名,金,民籍,浙江,易經
1544,第三甲,第二百零九名,陳,民籍,福建,春秋
1544,第三甲,第二百一十名,李,□籍,山東,詩經
1544,第三甲,第二百一十一名,戴,民籍,直隸,詩經
1544,第三甲,第二百一十二名,李,軍籍,江西,春秋
1544,第三甲,第二百一十三名,王,民籍,浙江,書經
1544,第三甲,第二百一十四名,李,民籍,山東,詩經
1544,第三甲,第二百一十五名,范,民籍,順天,書經
1544,第三甲,第二百一十六名,靳,民籍,山東,易經
1547,第一甲,第一名,李,民籍,句容,詩經
1547,第一甲,第二名,張,民籍,江西,易經
1547,第一甲,第三名,胡,民籍,浙江,禮記
1547,第二甲,第一名,亢,民籍,山西,易經
1547,第二甲,第二名,汪,軍籍,浙江,禮記
1547,第二甲,第三名,惲,民籍,直隸,詩經
1547,第二甲,第四名,史,匠籍,福建,易經
1547,第二甲,第五名,曹,匠籍,河南,詩經
1547,第二甲,第六名,張,民籍,江西,易經
1547,第二甲,第七名,黎,民籍,江西,詩經
1547,第二甲,第八名,黃,軍籍,福建,易經
1547,第二甲,第九名,張,軍籍,湖廣,禮記
1547,第二甲,第十名,胡,民籍,江西,易經
1547,第二甲,第十一名,楊,民籍,直隸,書經
1547,第二甲,第十二名,楊,民籍,青浦,詩經
1547,第二甲,第十三名,高,鹽籍,福建,詩經
1547,第二甲,第十四名,奚,官籍,湖廣,禮記
1547,第二甲,第十五名,章,民籍,直隸,詩經
1547,第二甲,第十六名,任,民籍,四川,易經
1547,第二甲,第十七名,莫,軍籍,廣東,易經
1547,第二甲,第十八名,謝,軍籍,湖廣,詩經
1547,第二甲,第十九名,王,軍籍,福建,書經
1547,第二甲,第二十名,徐,官籍,江西,書經
1547,第二甲,第二十一名,張,軍籍,山東,詩經
1547,第二甲,第二十二名,王,民籍,江西,詩經
1547,第二甲,第二十三名,楊,軍籍,浙江,書經
1547,第二甲,第二十四名,史,民籍,順天,書經
1547,第二甲,第二十五名,王,民籍,江西,春秋
1547,第二甲,第二十六名,陳,匠籍,山東,詩經
1547,第二甲,第二十七名,徐,民籍,直隸,易經
1547,第二甲,第二十八名,耿,軍籍,直隸,書經
1547,第二甲,第二十九名,蔡,旗籍,浙江,易經
1547,第二甲,第三十名,吳,旗籍,直隸,易經
1547,第二甲,第三十一名,凌,民籍,直隸,詩經
1547,第二甲,第三十二名,朱,民籍,直隸,詩經
1547,第二甲,第三十三名,熊,民籍,江西,易經
1547,第二甲,第三十四名,藍,民籍,江西,詩經
1547,第二甲,第三十五名,丘,軍籍,福建,詩經
1547,第二甲,第三十六名,翁,民籍,浙江,易經
1547,第二甲,第三十七名,陸,民籍,浙江,詩經
1547,第二甲,第三十八名,李,民籍,陝西,詩經
1547,第二甲,第三十九名,王,軍籍,福建,詩經
1547,第二甲,第四十名,顧,匠籍,直隸,詩經
1547,第二甲,第四十一名,彭,民籍,江西,春秋
1547,第二甲,第四十二名,吳,軍籍,江西,書經
1547,第二甲,第四十三名,張,匠籍,直隸,禮記
1547,第二甲,第四十四名,蔡,民籍,龍溪,易經
1547,第二甲,第四十五名,蔡,官籍,陝西,詩經
1547,第二甲,第四十六名,劉,民籍,四川,詩經
1547,第二甲,第四十七名,黎,軍籍,湖廣,易經
1547,第二甲,第四十八名,梁,軍籍,河南,禮記
1547,第二甲,第四十九名,任,民籍,山東,詩經
1547,第二甲,第五十名,張,軍籍,湖廣,詩經
1547,第二甲,第五十一名,張,民籍,浙江,春秋
1547,第二甲,第五十二名,王,軍籍,湖廣,詩經
1547,第二甲,第五十三名,顧,民籍,仁和,易經
1547,第二甲,第五十四名,張,民籍,直隸,詩經
1547,第二甲,第五十五名,莊,民籍,福建,詩經
1547,第二甲,第五十六名,黃,民籍,浙江,書經
1547,第二甲,第五十七名,任,民籍,四川,禮記
1547,第二甲,第五十八名,周,民籍,直隸,詩經
1547,第二甲,第五十九名,林,民籍,福建,易經
1547,第二甲,第六十名,宋,民籍,河南,詩經
1547,第二甲,第六十一名,劉,民籍,順天,書經
1547,第二甲,第六十二名,梁,軍籍,山西,書經
1547,第二甲,第六十三名,李,民籍,山東,詩經
1547,第二甲,第六十四名,史,民籍,順天,書經
1547,第二甲,第六十五名,黃,民籍,浙江,易經
1547,第二甲,第六十六名,顧,民籍,常熟,詩經
1547,第二甲,第六十七名,姚,民籍,山西,易經
1547,第二甲,第六十八名,宋,民籍,山西,易經
1547,第二甲,第六十九名,劉,軍籍,山西,易經
1547,第二甲,第七十名,林,軍籍,福建,詩經
1547,第二甲,第七十一名,何,軍籍,順天,詩經
1547,第二甲,第七十二名,張,軍籍,山東,書經
1547,第二甲,第七十三名,宋,民籍,福建,書經
1547,第二甲,第七十四名,李,匠籍,直隸,春秋
1547,第二甲,第七十五名,李,民籍,直隸,詩經
1547,第二甲,第七十六名,張,軍籍,山東,易經
1547,第二甲,第七十七名,汪,民籍,浙江,詩經
1547,第二甲,第七十八名,萬,民籍,江西,詩經
1547,第二甲,第七十九名,李,民籍,直隸,詩經
1547,第二甲,第八十名,王,軍籍,崑山,易經
1547,第二甲,第八十一名,江,民籍,江西,書經
1547,第二甲,第八十二名,朱,軍籍,直隸,書經
1547,第二甲,第八十三名,胡,民籍,浙江,易經
1547,第二甲,第八十四名,王,匠籍,直隸,書經
1547,第二甲,第八十五名,徐,民籍,浙江,易經
1547,第二甲,第八十六名,李,民籍,四川,詩經
1547,第二甲,第八十七名,紀,軍籍,順天,書經
1547,第二甲,第八十八名,金,民籍,江西,詩經
1547,第二甲,第八十九名,周,匠籍,直隸,書經
1547,第二甲,第九十名,張,民籍,陝西,書經
1547,第三甲,第一名,熊,司籍,江西,詩經
1547,第三甲,第二名,陳,軍籍,廣東,書經
1547,第三甲,第三名,高,軍籍,直隸,春秋
1547,第三甲,第四名,賀,民籍,江西,易經
1547,第三甲,第五名,陶,民籍,浙江,易經
1547,第三甲,第六名,劉,軍籍,直隸,詩經
1547,第三甲,第七名,錢,民籍,浙江,詩經
1547,第三甲,第八名,姚,民籍,福建,易經
1547,第三甲,第九名,宋,民籍,廣西,易經
1547,第三甲,第十名,楊,民籍,浙江,易經
1547,第三甲,第十一名,樊,民籍,浙江,易經
1547,第三甲,第十二名,李,軍籍,湖廣,書經
1547,第三甲,第十三名,謝,官籍,河南,易經
1547,第三甲,第十四名,孫,民籍,山西,書經
1547,第三甲,第十五名,王,民籍,直隸,書經
1547,第三甲,第十六名,吳,民籍,直隸,詩經
1547,第三甲,第十七名,龐,民籍,陝西,詩經
1547,第三甲,第十八名,毛,民籍,四川,書經
1547,第三甲,第十九名,張,匠籍,直隸,禮記
1547,第三甲,第二十名,楊,軍籍,湖廣,春秋
1547,第三甲,第二十一名,鄭,民籍,浙江,易經
1547,第三甲,第二十二名,張,民籍,浙江,易經
1547,第三甲,第二十三名,張,民籍,浙江,詩經
1547,第三甲,第二十四名,孫,軍籍,直隸,詩經
1547,第三甲,第二十五名,王,民籍,陝西,禮記
1547,第三甲,第二十六名,陸,民籍,浙江,詩經
1547,第三甲,第二十七名,彭,軍籍,河南,春秋
1547,第三甲,第二十八名,甘,軍籍,四川,詩經
1547,第三甲,第二十九名,馬,民籍,應天,書經
1547,第三甲,第三十名,李,竈籍,直隸,詩經
1547,第三甲,第三十一名,陳,民籍,四川,書經
1547,第三甲,第三十二名,張,民籍,廣西,易經
1547,第三甲,第三十三名,詹,民籍,浙江,易經
1547,第三甲,第三十四名,韓,民籍,餘姚,禮記
1547,第三甲,第三十五名,張,民籍,四川,春秋
1547,第三甲,第三十六名,白,軍籍,陝西,詩經
1547,第三甲,第三十七名,李,民籍,浙江,書經
1547,第三甲,第三十八名,徐,民籍,長洲,詩經
1547,第三甲,第三十九名,俞,民籍,浙江,書經
1547,第三甲,第四十名,李,匠籍,山西,春秋
1547,第三甲,第四十一名,邵,民籍,直隸,易經
1547,第三甲,第四十二名,郝,官籍,直隸,易經
1547,第三甲,第四十三名,王,民籍,福建,詩經
1547,第三甲,第四十四名,呂,匠籍,河南,易經
1547,第三甲,第四十五名,王,匠籍,浙江,春秋
1547,第三甲,第四十六名,袁,民籍,吳縣,易經
1547,第三甲,第四十七名,劉,民籍,四川,詩經
1547,第三甲,第四十八名,林,儒籍,福建,春秋
1547,第三甲,第四十九名,李,民籍,順天,書經
1547,第三甲,第五十名,徐,民籍,廣西,書經
1547,第三甲,第五十一名,徐,民籍,四川,禮記
1547,第三甲,第五十二名,郭,民籍,浙江,禮記
1547,第三甲,第五十三名,張,衛籍,山西,易經
1547,第三甲,第五十四名,孫,官籍,山西,詩經
1547,第三甲,第五十五名,羅,民籍,浙江,詩經
1547,第三甲,第五十六名,莊,鹽籍,福建,詩經
1547,第三甲,第五十七名,邊,軍籍,江西,書經
1547,第三甲,第五十八名,鄭,軍籍,福建,春秋
1547,第三甲,第五十九名,吳,民籍,浙江,易經
1547,第三甲,第六十名,劉,民籍,江西,詩經
1547,第三甲,第六十一名,孫,民籍,浙江,書經
1547,第三甲,第六十二名,龔,民籍,直隸,詩經
1547,第三甲,第六十三名,韓,民籍,浙江,禮記
1547,第三甲,第六十四名,于,軍籍,直隸,禮記
1547,第三甲,第六十五名,黃,民籍,福建,春秋
1547,第三甲,第六十六名,李,民籍,江西,易經
1547,第三甲,第六十七名,曹,民籍,浙江,詩經
1547,第三甲,第六十八名,皇甫,民籍,直隸,易經
1547,第三甲,第六十九名,朱,民籍,江西,詩經
1547,第三甲,第七十名,周,民籍,浙江,書經
1547,第三甲,第七十一名,黃,民籍,福建,易經
1547,第三甲,第七十二名,袁,軍籍,江西,詩經
1547,第三甲,第七十三名,程,民籍,直隸,詩經
1547,第三甲,第七十四名,蕭,民籍,湖廣,春秋
1547,第三甲,第七十五名,吳,民籍,浙江,詩經
1547,第三甲,第七十六名,沈,民籍,浙江,易經
1547,第三甲,第七十七名,李,軍籍,直隸,詩經
1547,第三甲,第七十八名,章,民籍,吳縣,春秋
1547,第三甲,第七十九名,李,民籍,陝西,詩經
1547,第三甲,第八十名,邵,軍籍,浙江,書經
1547,第三甲,第八十一名,王,民籍,順天,詩經
1547,第三甲,第八十二名,黃,民籍,陝西,易經
1547,第三甲,第八十三名,孟,民籍,陝西,易經
1547,第三甲,第八十四名,林,民籍,福建,易經
1547,第三甲,第八十五名,錢,民籍,江西,詩經
1547,第三甲,第八十六名,金,民籍,四川,易經
1547,第三甲,第八十七名,郭,民籍,山東,易經
1547,第三甲,第八十八名,蕭,軍籍,直隸,春秋
1547,第三甲,第八十九名,陳,民籍,福建,詩經
1547,第三甲,第九十名,郭,民籍,直隸,詩經
1547,第三甲,第九十一名,張,軍籍,山西,春秋
1547,第三甲,第九十二名,黃,民籍,四川,詩經
1547,第三甲,第九十三名,李,軍籍,山西,書經
1547,第三甲,第九十四名,劉,民籍,河南,詩經
